track_id,youtube_title,channel,duration,views,categories,tags,url
0sftzYE0YgPHXrvJyUyGjB,Alok & Bebe Rexha – Deep In Your Love (Official Lyric Video),Alok,145.0,4606664.0,['Music'],"['Alok', 'nova do alok', 'alok remix', 'aloc', 'aloq', 'aloque', 'aloki', 'alokinho', 'Alok & Bebe Rexha – Deep In Your Love (Official Lyric Video)', 'Bebe Rexha', 'bebe rexha 2024', 'Alok Deep in your love', 'dj alok', 'alok official video', 'alok dj', 'alok mix', 'alok 2023', 'set alok', 'alok brasil', 'alok lyric video']",https://www.youtube.com/watch?v=H9P_L4-7lRQ
2Fv1x10CiHukDdu96CYeHc,"Armin van Buuren, Norma Jean Martine, LAWRENT - Euphoria (with Alok)",Alok,152.0,147866.0,['Music'],"['Alok', 'nova do alok', 'alok remix', 'aloc', 'aloq', 'aloque', 'aloki', 'alokinho', 'Euphoria (with Alok)', 'Armin van Buuren', 'Norma Jean Martine', 'LAWRENT - Euphoria (with Alok)', 'alok euphoria']",https://www.youtube.com/watch?v=JecFxU07Qiw
7BhmwvCdQZNwuQXSHw5TzP,Alok & Alan Walker - Headlights (feat. KIDDO) [Official Audio],Spinnin' Records,160.0,9072777.0,['Music'],"['Spinnin', ""Spinnin' Records"", 'Spinnin Records', 'SpinninTV', 'spinning', 'spinnin official', 'alok alan walker headlight', 'alok alan walker headlights feat kiddo', 'alok headlights', 'alan walker headlights', 'alok', 'alan walker', 'headlights', 'kiddo', 'official audio', 'controversia', 'controversia records', 'pop', 'dance', 'pop dance', 'dance pop']",https://www.youtube.com/watch?v=6OhGIif_-R8
39cmB3ZoTOLwOTq7tMNqKa,"Alok, Bruno Martini feat. Zeeba - Hear Me Now (Official Music Video)",Spinnin' Records,264.0,609188029.0,['Music'],"[""Spinnin'"", 'Records', 'Alok', 'Bruno Martini', 'Zeeba', 'Hear Me Now', 'spinnin', 'spinnin records', 'spinning', 'alok hear me now', 'alok hear me now official video', 'alok hear me now official', 'hear me now alok', 'alok bruno martini zeeba', 'hear me now official video', 'alok official video', 'official music video', 'dance', 'alok official', 'alok spinnin', 'edm', 'brazil']",https://www.youtube.com/watch?v=JVpTp8IHdEg
0OvO2X2Q3i98dc5RcgEN3x,"Alok, The Chainsmokers & Mae Stephens – Jungle (Official Lyric Video)",The Chainsmokers,176.0,2705529.0,['Music'],[],https://www.youtube.com/watch?v=kxwKavzc9n0
0iB5f04XdJ2tcfhoVkeLV8,Alok x Mondello x CERES x Tribbs – LET’S GET FKD UP (Official Visualizer),Alok,120.0,20799494.0,['Music'],"['Alok', 'nova do alok', 'alok remix', 'aloc', 'aloq', 'aloque', 'aloki', 'alokinho', 'Alok x Mondello x CERES x Tribbs – LET’S GET FKD UP (Official Visualizer)', 'lets get fucked up', 'Alok Mondello', 'mondello x ceres', 'mondello g']",https://www.youtube.com/watch?v=_eudL0xra3A
6iW38RGqdDGOofmz2HeXLW,Meduza - Piece Of Your Heart (Alok Remix),Proximity,166.0,11041151.0,['Entertainment'],"['Meduza - Piece Of Your Heart (Alok Remix)', 'Meduza Piece of your heart remix', 'alok piece of your heart', 'alok piece of your heart remix', 'meduza alok', 'meduza alok remix', 'meduza', 'piece of your heart', 'piece of your heart remix', 'brazil', 'brazilian bass', 'Alok remix']",https://www.youtube.com/watch?v=FkuRbEvSxgc
23uUytja1B1mUOOIoygf6u,Amaarae - Angels In Tibet (Audio),Amaarae,143.0,21423865.0,['Music'],"['Amaarae', 'Angels', 'Tibet', '(Audio)', 'Golden', 'Angel/', 'Interscope', 'Records', 'Pop']",https://www.youtube.com/watch?v=8bABlZpUWK8
11bJ1ws3dathgY9uzADUhL,Childish Gambino - In the Night ft. Jorja Smith & Amaarae (Audio),Donald Glover,230.0,1673043.0,['Entertainment'],"['bando stone and the new world', 'childish gambino movie', 'chidlish gambino bando stone', 'bando stone movie', 'donald glover new movie', 'bando stone and the new world donald glover', 'childish gambino lithonia', 'atavista childish gambino', 'gilga radio', 'nobody gives fuck', 'awaken my love childish gambino', 'this is america childish gambino', 'Childish Gambino', 'Lithonia', 'in the night', 'jorja smith', 'amaarae', 'atlanta show', 'little island', 'fx', 'hulu']",https://www.youtube.com/watch?v=OS6ggNu-cFA
7sFukIJffFFLwnazXIbqP5,ODUMODUBLVCK - KUBOLOR FT. AMAARAE & WANLOV THE KUBOLOR (LYRIC VIDEO),ODUMODUBLVCK,129.0,540726.0,['Entertainment'],"['#odumodublvck', '#eziokwu']",https://www.youtube.com/watch?v=7ftWzfKvEsY
6KS5iyM4uDuJ6oAacMSXha,Amaarae - Princess Going Digital (Audio),Amaarae,190.0,3838492.0,['Music'],"['Amaarae', 'Princess', 'Going', 'Digital', '(Audio)', 'Golden', 'Angel/', 'Interscope', 'Records', 'Pop']",https://www.youtube.com/watch?v=kxi9q08WFfc
6gQrm0rwg6hok8IxzysD8m,Amaarae - Reckless & Sweet (Official Music Video),Amaarae,160.0,2366564.0,['Music'],"['Amaarae', 'Reckless', 'Sweet', 'Golden', 'Angel/', 'Interscope', 'Records', 'Pop']",https://www.youtube.com/watch?v=oBMiNencjrU
09gysnJpfQ3ublBmJDfcEC,Amaarae - SAD GIRLZ LUV MONEY Remix ft Kali Uchis (Lyric Video),Amaarae,205.0,85675473.0,['People & Blogs'],[],https://www.youtube.com/watch?v=9ni1BbREPHs
6y5UMIVVJDsULZwfZ0bNRX,KAYTRAMINÉ - Sossaup feat. Amaarae (Official Audio),Aminé,156.0,416746.0,['Music'],[],https://www.youtube.com/watch?v=AXoc2mRCqmE
09imUl1oyaB2R86qBgEhCN,"Childish Gambino - Talk My Shit (Audio) ft. Amaarae, Flo Milli",Donald Glover,226.0,201328.0,['Music'],"['bando stone and the new world', 'childish gambino movie', 'chidlish gambino bando stone', 'bando stone movie', 'donald glover new movie', 'bando stone and the new world donald glover', 'childish gambino lithonia', 'atavista childish gambino', 'gilga radio', 'nobody gives fuck', 'this is america childish gambino', 'Childish Gambino', 'Lithonia', 'in the night', 'jorja smith', 'amaarae', 'atlanta show', 'hulu', 'childish gambino talk my shit', 'bando stone talk my shit', 'amaarae talk my shit']",https://www.youtube.com/watch?v=DbJqlIXqR6s
5j34I5WUnKZVHP14J0Mlcb,Amaarae - sweeeet (Official Audio),Amaarae,111.0,1218527.0,['Music'],[],https://www.youtube.com/watch?v=UTdoomcQoFQ
4gD1qMyIjDyz7Te8nlQEji,Amelie Lens - Breathe,Amelie Lens,223.0,360404.0,['Music'],"['Amelie Lens', 'Techno', 'DJ', 'Belgium']",https://www.youtube.com/watch?v=FVCEeAf6Xag
6KmjD9CaophLMXTCzKoLLZ,Amelie Lens - Falling For You,Amelie Lens,235.0,669480.0,['Music'],"['Amelie Lens', 'Techno', 'DJ', 'Belgium']",https://www.youtube.com/watch?v=Ww8xnwwDrv0
6iKLdREEci9SyzXl9JNUVk,Amelie Lens - Feel It (Original Mix),Techno PROMO,365.0,7568.0,['Music'],[],https://www.youtube.com/watch?v=Ar6PNlV0BQ0
2XGh5hmwLX517lMBSvglwS,Follow,Amelie Lens,338.0,604068.0,['Music'],"['Amelie Lens', 'Stay With Me', 'Follow']",https://www.youtube.com/watch?v=34NRala8_cM
7sovMMhuknCR0PHianjiEq,In Silence,Various Artists - Topic,394.0,1265323.0,['Music'],"['Various Artists Amelie Lens A-Sides', 'Vol. 6 In Silence']",https://www.youtube.com/watch?v=9RTA4dqmVVM
2Y2Ydnk6XPTe4IpOTNs5Xh,Charlotte de Witte & Amelie Lens - One Mind (Original Mix),Amelie Lens,346.0,71659.0,['Music'],"['Amelie Lens', 'Techno', 'DJ', 'Belgium']",https://www.youtube.com/watch?v=55M0pnIlXUk
2CAWDnsgQ5zIXef4ONWmUK,Anyma & Rebūke - Syren (Amelie Lens Remix) [Extended],Afterlife,196.0,62262.0,['Music'],[],https://www.youtube.com/watch?v=8thLDMY_jFQ
5fA9xb5xWLwNizZCZRjQUO,Underneath The Strobelights,Amelie Lens,280.0,50274.0,['Music'],"['Amelie Lens', 'Exhale VA005', 'Underneath The Strobelights']",https://www.youtube.com/watch?v=k3tPTdUwEec
1pjq6HahAijFavvVOVRP3E,Charlotte de Witte & Amelie Lens - Where Do We Go (Original Mix),Amelie Lens,299.0,93563.0,['Music'],"['Amelie Lens', 'Techno', 'DJ', 'Belgium']",https://www.youtube.com/watch?v=-SSclEJSfZM
4Elb9ia3RBhTDtJN8qe29k,🔔Techno (Peak Time / Driving)🎹 ►Amelie Lens - You And Me,OurZoneTechno,301.0,742.0,['Music'],[],https://www.youtube.com/watch?v=vv3PQIAFS00
7zGuOKCjKlIdaFh0xREuCY,"Amyl and The Sniffers - ""Big Dreams"" (Official Video)",Amyl and The Sniffers,192.0,1422430.0,['Music'],"['Amy Taylor', 'Declan Martens', 'Bryce Wilson', 'Gus Romer', 'Amyl', 'Amyl Band', 'Amyl and the Sniffers', 'Amy & the Sniffers', 'Big Dreams', 'New Amyl', 'Cartoon Darkness', 'Motorcycles', 'Bikes', 'Amyl cartoon darkness album', 'amyl and sniffers', 'amyl and the sniffers live', 'amyl sniffers', 'the sniffers', 'rock']",https://www.youtube.com/watch?v=ipZSqcFA0Z0
65qpo8Xop4WCkjGX2wjIAy,"Amyl and The Sniffers ""Chewing Gum"" (Official Music Video)",Amyl and The Sniffers,212.0,955295.0,['Music'],"['amyl and the sniffers', 'amyl', 'amyl chewing gum', 'amyl and the sniffers chewing gum', 'amyl and the sniffers new music', 'amyl and the sniffers live', 'amyl and the sniffers hertz', 'amyl and the sniffers u should not be doing that']",https://www.youtube.com/watch?v=DxOMGj8P2hY
26EvVb7HxLt5fVXtNRzUEw,Amyl and the Sniffers - Got You (Official Video),Amyl and The Sniffers,140.0,2458042.0,['Music'],"['Amyl and The Sniffers', 'Got You', 'Official video', 'Official', 'Got You official video', 'got you official', 'Got u', 'got u', 'amyl and the snifders', 'amylnthesniffers', 'sniffers', 'amyl n the sniffers', 'snifferz', 'Monsoon Rock', 'Monsoon', 'Rock', 'Amyl', 'The Sniffers', 'Aussie', 'Punk', 'Alternative', 'Rough Trade', 'Rough Trade Records', 'ATO', 'Flightless', 'Amy Taylor', 'Bryce Wilson', 'Declan Martens', 'Gus Romer']",https://www.youtube.com/watch?v=g-X8QkqrDeY
4M7o0cOEvDFiJ7I8PXJ3bA,Amyl and The Sniffers - Guided By Angels,Amyl and The Sniffers,240.0,5638033.0,['Music'],"['Amyl and The Sniffers', 'guided by angels', 'amyl and the sniffers live', 'punk', 'amyl and the sniffers album', 'amyl', 'monsoon rock', 'melbourne', 'amyl & the sniffers', 'punk rock', 'got you', 'pub rock', 'some mutts', 'rock', 'amyl and the sniffers control', ""amyl and the sniffers i'm not a loser"", 'aussie punk', 'ato records', 'aussie rock', ""some mutts can't be muzzled live"", 'new punk rock', 'new punk', 'the sniffers', 'australian', 'sxsw', 'amyl and the sniffers new song', 'amyl and the sniffers comfort to me']",https://www.youtube.com/watch?v=Z--D1flPLnk
4GIeQy7OzftStBoimCWIMU,Amyl and The Sniffers - Hertz,Amyl and The Sniffers,174.0,3961601.0,['Music'],"['amyl', 'amyl and the sniffers', 'amyl and the sniffers hertz', 'hertz', 'amyl new song', 'amyl and the sniffers live', 'amyl and the sniffers guided by angels', 'amyl and the sniffers security', 'amyl and the sniffers some mutts', 'amyl and the sniffers jools', 'amyl and the sniffers comfort to me']",https://www.youtube.com/watch?v=zb5Ja6V4OeY
6EpWqPWFo6FwLBTQgWWiyy,It's Mine,Amyl and The Sniffers,97.0,57924.0,['Music'],"['Amyl and The Sniffers', 'Cartoon Darkness', ""It's Mine""]",https://www.youtube.com/watch?v=Hc9dehwN5jQ
